Station Map ID,USGS Station Name,USGS Station Number,Date,Sample Type,Data References,Common name,Order ,Family,Sample Size,Total Sample Weight (g),Moisture (percent),"Total mercury, Wet (micrograms/g)","Methylmercury, Wet (micrograms/g)",MeHg/THg (percent),Age
DC-09,LITTLE DEER C A PIONEER PARK NR NEVADA CITY CA,3.91534E+14,8/23/2000,Environmental,NP,Clubtail Dragonflies,Odonata,Gomphidae,12,1.33,79.1,ND,0.1409,ND,Immature
DC-09,LITTLE DEER C A PIONEER PARK NR NEVADA CITY CA,3.91534E+14,10/19/2001,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,6,6.48,79.8,0.101,0.0986,97.8,Immature
DC-09,LITTLE DEER C A PIONEER PARK NR NEVADA CITY CA,3.91534E+14,10/19/2001,Environmental,NP,Clubtail Dragonflies,Odonata,Gomphidae,6,1.64,73.6,0.158,0.1399,88.3,Immature
DC-09,LITTLE DEER C A PIONEER PARK NR NEVADA CITY CA,3.91534E+14,10/5/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,6,1.75,73.2,ND,0.142,ND,Immature
DC-09,LITTLE DEER C A PIONEER PARK NR NEVADA CITY CA,3.91534E+14,8/23/2000,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,9,1.65,71.4,ND,0.1161,ND,Immature
DC-09,LITTLE DEER C A PIONEER PARK NR NEVADA CITY CA,3.91534E+14,10/19/2001,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,10,1.88,72.7,0.132,0.1313,99.4,Immature
DC-09,LITTLE DEER C A PIONEER PARK NR NEVADA CITY CA,3.91534E+14,10/5/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,24,1.5,59.6,ND,0.1406,ND,Adult
DC-09,LITTLE DEER C A PIONEER PARK NR NEVADA CITY CA,3.91534E+14,8/23/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,30,1.82,67.2,0.118,0.1096,92.8,Adult
DC-09,LITTLE DEER C A PIONEER PARK NR NEVADA CITY CA,3.91534E+14,10/18/2001,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.23,61.3,0.149,0.1533,102.6,Adult
LY-11,WETLANDS POND NE OF S POND IN YUBA GOLDFIELDS,3.913E+14,7/17/2003,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,1,1.4,73,0.249,0.214,85.9,Immature
LY-11,WETLANDS POND NE OF S POND IN YUBA GOLDFIELDS,3.913E+14,7/17/2003,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,6,2.36,79.5,0.17,0.158,92.9,Immature
LY-11,WETLANDS POND NE OF S POND IN YUBA GOLDFIELDS,3.913E+14,7/17/2003,Environmental,NP,Skimmer Dragonflies,Odonata,Libellulidae,4,0.98,78.1,0.138,0.134,97.1,Immature
LY-11,WETLANDS POND NE OF S POND IN YUBA GOLDFIELDS,3.913E+14,7/17/2003,Environmental,NP,Water striders,Hemiptera,Gerridae,21,1,54.9,0.313,0.304,97.1,Adult
LY-12,LARGE POND E OF BIG SEEP IN YUBA GOLDFIELDS,3.91304E+14,7/18/2003,Environmental,NP,Water striders,Hemiptera,Gerridae,17,1.09,55.8,0.08,0.0849,106.7,Adult
LY-14,BIG SEEP SECTION 27 IN YUBA GOLDFIELDS,3.91305E+14,7/17/2003,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,1,0.85,71,0.189,0.157,83.1,Immature
LY-14,BIG SEEP SECTION 27 IN YUBA GOLDFIELDS,3.91305E+14,7/17/2003,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,1,0.73,73.2,0.239,0.199,83.3,Immature
LY-14,BIG SEEP SECTION 27 IN YUBA GOLDFIELDS,3.91305E+14,7/17/2003,Environmental,NP,Skimmer Dragonflies,Odonata,Libellulidae,1,0.63,71.6,0.145,0.124,85.5,Immature
LY-14,BIG SEEP SECTION 27 IN YUBA GOLDFIELDS,3.91305E+14,7/17/2003,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,4,1.06,73.4,0.041,0.0516,125.9,Immature
LY-14,BIG SEEP SECTION 27 IN YUBA GOLDFIELDS,3.91305E+14,7/17/2003,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,12,1,71.4,0.046,0.0438,95.2,Immature
LY-15,T POND OUTLET IN YUBA GOLDFIELDS NR HAMMONTON CA,3.9125E+14,7/17/2003,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,1,0.74,82.9,0.041,0.0373,91.2,Immature
LY-15,T POND OUTLET IN YUBA GOLDFIELDS NR HAMMONTON CA,3.9125E+14,7/17/2003,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,1,0.78,75.4,0.059,0.0509,87,Immature
LY-15,T POND OUTLET IN YUBA GOLDFIELDS NR HAMMONTON CA,3.9125E+14,7/17/2003,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,2,2.22,69.1,0.051,0.0386,76.1,Immature
LY-15,T POND OUTLET IN YUBA GOLDFIELDS NR HAMMONTON CA,3.9125E+14,7/17/2003,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,3,2.27,70.4,0.048,0.0438,91.3,Immature
SY-10,SCOTCHMAN C BL FALLS NR WASHINGTON CA,3.92119E+14,7/29/2002,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,8,3.39,79.9,0.066,0.0597,90.5,Immature
SY-10,SCOTCHMAN C BL FALLS NR WASHINGTON CA,3.92119E+14,7/29/2002,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,1,1.08,77.5,0.055,0.0511,93.4,Immature
SY-10,SCOTCHMAN C BL FALLS NR WASHINGTON CA,3.92119E+14,7/29/2002,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,9,1.35,83.9,0.092,0.066,71.9,Immature
SY-10,SCOTCHMAN C BL FALLS NR WASHINGTON CA,3.92119E+14,7/29/2002,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,10,2.06,73.8,0.072,0.06,83,Immature
SY-10,SCOTCHMAN C BL FALLS NR WASHINGTON CA,3.92119E+14,7/29/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.58,67.5,0.14,0.1482,106,Adult
SY-12,ALPHA PIT MARSH NR WASHINGTON CA,3.92003E+14,7/29/2002,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,6,7.59,79.7,0.035,0.0349,100.6,Immature
SY-12,ALPHA PIT MARSH NR WASHINGTON CA,3.92003E+14,7/29/2002,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,3,8.42,83.1,0.148,0.169,114.2,Adult
SY-12,ALPHA PIT MARSH NR WASHINGTON CA,3.92003E+14,7/29/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,40,1.19,66.7,0.086,0.0736,85.3,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,8/23/2000,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,15,1.19,80.3,ND,0.0121,ND,Immature
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,10/18/2001,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,10,1.71,86.1,0.009,0.0073,82.2,Immature
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,10/18/2001,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,10,1.6,86.5,0.007,0.0057,77.9,Immature
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,7/29/2002,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,2,1.27,89.1,0.013,0.0106,82.4,Immature
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,8/23/2000,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,1,4.17,75,ND,0.2105,ND,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,8/23/2000,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,1,4.69,72.1,ND,0.3292,ND,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,10/18/2001,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,1,3.87,72.1,0.278,0.2818,101.3,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,10/18/2001,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,1,4.02,77.6,0.358,0.3226,90,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,7/29/2002,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,3,11.15,77,0.057,0.0738,130.5,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,7/29/2002,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,3,7.75,81.5,0.047,0.0422,89.4,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,8/23/2000,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,15,3.19,63.4,0.127,0.1109,87.3,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,10/18/2001,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,15,3.47,68.4,0.1,0.0932,93.7,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,10/18/2001,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,15,3.12,68,0.125,0.1043,83.4,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,10/18/2001,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,30,1.23,63.8,0.147,0.1549,105.4,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,7/29/2002,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,20,4.58,65.2,0.071,0.0609,85.4,Adult
SY-13,ALPHA MINE PIT LK NR WASHINGTON CA,3.92007E+14,7/29/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,13,0.35,68.2,0.121,0.0525,43.5,Adult
SY-15,ANCHO ERIE DRAINAGE A POORMAN C NR WASHINGTON CA,3.92512E+14,7/31/2002,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,3,13.56,88,0.053,0.012,22.5,ND
SY-15,ANCHO ERIE DRAINAGE A POORMAN C NR WASHINGTON CA,3.92512E+14,7/31/2002,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,6,1.68,71.2,0.073,0.0922,126,Immature
SY-16,POORMAN C BL ANCHO ERIE MINE DRAIN NR WASHINGTON,3.92513E+14,7/31/2002,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,1,17.86,82.9,0.018,0.007,38.5,ND
SY-16,POORMAN C BL ANCHO ERIE MINE DRAIN NR WASHINGTON,3.92513E+14,7/31/2002,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,2.7,75.1,0.088,0.0403,46,Immature
SY-16,POORMAN C BL ANCHO ERIE MINE DRAIN NR WASHINGTON,3.92513E+14,7/31/2002,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,1,0.91,75,0.087,0.0695,80.1,Immature
SY-16,POORMAN C BL ANCHO ERIE MINE DRAIN NR WASHINGTON,3.92513E+14,7/31/2002,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,10,2.65,73.3,0.041,0.0323,78.1,Immature
SY-16,POORMAN C BL ANCHO ERIE MINE DRAIN NR WASHINGTON,3.92513E+14,7/31/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.77,54.4,0.119,0.1254,105.4,Adult
SY-18,HUMBUG C AB LEDU MINE NR NORTH BLOOMFIELD CA,3.92152E+14,5/15/2002,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,1.63,77,0.09,0.058,64.1,Immature
SY-18,HUMBUG C AB LEDU MINE NR NORTH BLOOMFIELD CA,3.92152E+14,5/15/2002,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,1,1.4,72.1,0.113,0.1133,100.5,Immature
SY-18,HUMBUG C AB LEDU MINE NR NORTH BLOOMFIELD CA,3.92152E+14,5/15/2002,Environmental,NP,Clubtail Dragonflies,Odonata,Gomphidae,5,1.55,73.4,0.109,0.0944,86.4,Immature
SY-18,HUMBUG C AB LEDU MINE NR NORTH BLOOMFIELD CA,3.92152E+14,5/15/2002,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,5,1.9,73.7,0.062,0.056,90.3,Immature
SY-18,HUMBUG C AB LEDU MINE NR NORTH BLOOMFIELD CA,3.92152E+14,5/15/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.48,58.3,0.189,0.1355,71.7,Adult
SY-19,LEDU MINE TUNNEL DISCHARGE NR NORTH BLOOMFIELD CA,3.92151E+14,5/15/2002,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,16,1.01,52.1,0.087,0.081,93.4,Adult
SY-19,LEDU MINE TUNNEL DISCHARGE NR NORTH BLOOMFIELD CA,3.92151E+14,5/15/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.59,56.3,0.15,0.1342,89.2,Adult
SY-22,MALAKOFF DIGGINGS FLOODED RED SHAFT NR N BLMFLD,3.92155E+14,9/3/1999,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,3,22.85,86.1,ND,0.0021,ND,ND
SY-24,MALAKOFF DIGGINGS POND NR NORTH BLOOMFIELD CA,3.92201E+14,8/20/1999,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,5,6.94,78.2,0.124,0.1339,107.5,Immature
SY-24,MALAKOFF DIGGINGS POND NR NORTH BLOOMFIELD CA,3.92201E+14,8/20/1999,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,5,6.35,81.3,0.109,0.1288,118.6,Immature
SY-25,MALAKOFF DIGGINGS LK CITY TNNL DISCH NR N BLMFLD,3.92111E+14,8/20/1999,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,2,21.55,76.7,ND,0.0027,ND,ND
SY-25,MALAKOFF DIGGINGS LK CITY TNNL DISCH NR N BLMFLD,3.92111E+14,8/20/1999,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,2,2.37,81.4,ND,0.0493,ND,Immature
SY-25,MALAKOFF DIGGINGS LK CITY TNNL DISCH NR N BLMFLD,3.92111E+14,8/20/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,21,1.12,72.3,ND,0.0379,ND,Adult
SY-27,MALAKOFF DIGGINGS N BLMFLD TNNL DISCH NR N BLMFLD,3.92051E+14,8/20/1999,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,2,18.47,77.1,ND,0.0033,ND,ND
SY-27,MALAKOFF DIGGINGS N BLMFLD TNNL DISCH NR N BLMFLD,3.92051E+14,8/20/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,1,1.91,68.8,ND,0.1529,ND,Immature
SY-27,MALAKOFF DIGGINGS N BLMFLD TNNL DISCH NR N BLMFLD,3.92051E+14,8/20/1999,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,9,1.22,80.9,ND,0.0554,ND,Immature
SY-27,MALAKOFF DIGGINGS N BLMFLD TNNL DISCH NR N BLMFLD,3.92051E+14,8/20/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,11,1.09,71.9,ND,0.0318,ND,Immature
SY-29,RELIEF HILL DEEP BLUE TNNL OUTFLOW NR N BLOOMFIELD,3.92126E+14,9/1/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,1,0.86,80.3,ND,0.0526,ND,Immature
SY-29,RELIEF HILL DEEP BLUE TNNL OUTFLOW NR N BLOOMFIELD,3.92126E+14,9/1/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,10,0.6,58.3,ND,0.0942,ND,Adult
SY-29,RELIEF HILL DEEP BLUE TNNL OUTFLOW NR N BLOOMFIELD,3.92126E+14,7/30/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.46,67.4,0.06,0.0629,104.3,Adult
SY-30,RELIEF HILL HYDR PIT MINE DR TNNL NR N BLOOMFIELD,3.92111E+14,9/1/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,27,1.85,55.3,0.048,0.0469,98.1,Adult
SY-30,RELIEF HILL HYDR PIT MINE DR TNNL NR N BLOOMFIELD,3.92111E+14,7/30/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.47,63,0.06,0.0429,72,Adult
SY-31,RELIEF HILL UPPER POND NR NORTH BLOOMFIELD CA,3.9212E+14,7/30/2002,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,3,2.28,82,0.018,0.0178,101.1,Immature
SY-31,RELIEF HILL UPPER POND NR NORTH BLOOMFIELD CA,3.9212E+14,7/30/2002,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,3,1.74,83.6,0.016,0.013,82,Immature
SY-31,RELIEF HILL UPPER POND NR NORTH BLOOMFIELD CA,3.9212E+14,7/30/2002,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,10,2.42,64,0.057,0.0533,93.7,Adult
SY-31,RELIEF HILL UPPER POND NR NORTH BLOOMFIELD CA,3.9212E+14,7/30/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.51,58.2,0.105,0.1062,101.2,Adult
SY-04,OMEGA DR GULCH A SCOTCHMAN C NR WASHINGTON CA,3.92045E+14,9/2/1999,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,3,44.7,87.6,ND,0.0034,ND,ND
SY-04,OMEGA DR GULCH A SCOTCHMAN C NR WASHINGTON CA,3.92045E+14,9/2/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,5,2.7,78.9,ND,0.0549,ND,Immature
SY-04,OMEGA DR GULCH A SCOTCHMAN C NR WASHINGTON CA,3.92045E+14,9/2/1999,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,13,1.2,54.3,ND,0.0599,ND,Adult
SY-04,OMEGA DR GULCH A SCOTCHMAN C NR WASHINGTON CA,3.92045E+14,9/2/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,14,1.52,77.1,ND,0.0417,ND,Adult
SY-04,OMEGA DR GULCH A SCOTCHMAN C NR WASHINGTON CA,3.92045E+14,9/2/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,13,0.72,59.2,ND,0.1167,ND,Adult
SY-43,S YUBA R A EAGLE LAKES RD NR EMIGRANT GAP CA,3.91948E+14,9/30/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,1,0.99,78.4,ND,0.0311,ND,Immature
SY-43,S YUBA R A EAGLE LAKES RD NR EMIGRANT GAP CA,3.91948E+14,9/30/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,10,1.33,74.2,0.025,0.0323,128.7,Immature
SY-43,S YUBA R A EAGLE LAKES RD NR EMIGRANT GAP CA,3.91948E+14,9/30/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,26,1.42,55.2,ND,0.0502,ND,Adult
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,10/6/2000,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,3,36.77,87.9,ND,0.0074,ND,ND
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,10/18/2001,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,3,2.14,78.5,0.078,0.0621,79.8,Immature
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,9/28/1999,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,3,1.3,84.6,ND,0.0571,ND,Immature
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,10/6/2000,Environmental,NP,Clubtail Dragonflies,Odonata,Gomphidae,7,2.49,80.2,ND,0.0275,ND,Immature
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,10/18/2001,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,9,2.63,83.6,0.13,0.1333,102.3,Immature
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,10/18/2001,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,2,1.82,86.1,0.138,0.1446,104.6,Immature
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,10/18/2001,Environmental,NP,Clubtail Dragonflies,Odonata,Gomphidae,6,2.51,80.1,0.065,0.0593,90.6,Immature
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,9/28/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,8,1.71,72.8,0.068,0.0726,106.8,Immature
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,10/6/2000,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,10,2.16,76.4,0.062,0.0597,95.8,Immature
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,10/18/2001,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,10,1.97,73.4,0.111,0.0971,87.3,Immature
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,9/28/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.27,56.8,ND,0.0881,ND,Adult
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,10/6/2000,Environmental,NP,Water striders,Hemiptera,Gerridae,30,1.65,63.5,0.088,0.0752,85.8,Adult
SY-47,S YUBA R A EDWARDS CROSSING NR NEVADA CITY CA,3.91949E+14,10/18/2001,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.4,62.2,0.153,0.1021,66.8,Adult
SY-05,SCOTCHMAN C AB OMEGA DR GULCH NR WASHINGTON CA,3.92042E+14,9/2/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,13,1.67,75.7,ND,0.0474,ND,Immature
SY-05,SCOTCHMAN C AB OMEGA DR GULCH NR WASHINGTON CA,3.92042E+14,9/2/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,23,1.23,64.8,ND,0.0736,ND,Adult
SY-52,BLUE HOLE LK A SAILOR FLAT MINE NR NEVADA CITY CA,3.91937E+14,8/24/1999,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,1,3.19,73.1,0.066,0.0468,71,Adult
SY-52,BLUE HOLE LK A SAILOR FLAT MINE NR NEVADA CITY CA,3.91937E+14,8/24/1999,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,19,4.1,60.1,0.078,0.0818,105.1,Adult
SY-53,SAILOR FLAT MINE NR ENTERPRISE CR NR NEVADA CITY,3.91935E+14,8/24/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,17,1.17,58.3,ND,0.0909,ND,Adult
SY-55,BIRCHVILLE MARSH NR FRENCH CORRAL CA,3.9193E+14,7/23/2002,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,3,5.81,56.5,0.014,0.0153,111.8,Adult
SY-56,BIRCHVILLE POND NR FRENCH CORRAL CA,3.91937E+14,7/23/2002,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,4,4.16,78.8,0.027,0.029,108.7,Immature
SY-56,BIRCHVILLE POND NR FRENCH CORRAL CA,3.91937E+14,7/23/2002,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,4,2.18,82.3,0.021,0.0234,111.9,Immature
SY-56,BIRCHVILLE POND NR FRENCH CORRAL CA,3.91937E+14,7/23/2002,Environmental,NP,Skimmer Dragonflies,Odonata,Libellulidae,2,0.72,79.5,0.044,0.0301,69,Immature
SY-56,BIRCHVILLE POND NR FRENCH CORRAL CA,3.91937E+14,7/23/2002,Environmental,NP,Predaceous diving beetles,Coleoptera,Dytiscidae,3,6.26,52.8,0.006,0.0076,118.2,Adult
SY-56,BIRCHVILLE POND NR FRENCH CORRAL CA,3.91937E+14,7/23/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,14,0.47,60.9,0.071,0.063,88.5,Adult
SY-59,POORMAN C AB ANCHO ERIE MINE DRAIN NR WASHINGTON,3.92515E+14,7/31/2002,Environmental,NP,Banana slugs,Gastropoda,Ariolimacidae,3,47.18,84.4,0.009,0.0031,36.1,ND
SY-59,POORMAN C AB ANCHO ERIE MINE DRAIN NR WASHINGTON,3.92515E+14,7/31/2002,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,4,3.37,76.5,0.063,0.0353,56,Immature
SY-59,POORMAN C AB ANCHO ERIE MINE DRAIN NR WASHINGTON,3.92515E+14,7/31/2002,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,4,1.39,72.1,0.061,0.048,78.9,Immature
SY-59,POORMAN C AB ANCHO ERIE MINE DRAIN NR WASHINGTON,3.92515E+14,7/31/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.51,66.1,0.18,0.0783,43.5,Adult
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,9/2/1999,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,1,0.85,81.7,ND,0.0547,ND,Immature
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,7/29/2002,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,4,2.45,76.7,0.095,0.092,97.3,Immature
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,9/2/1999,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,5,2.43,77.1,ND,0.0449,ND,Immature
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,7/29/2002,Environmental,NP,Darner Dragonflies,Odonata,Aeshnidae,2,2.01,76.4,0.046,0.0455,99.5,Immature
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,7/29/2002,Environmental,NP,Spiketail Dragonflies,Odonata,Cordulegastridae,4,2.31,78.7,0.046,0.0426,92.2,Immature
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,9/2/1999,Environmental,NP,Giant water bugs,Hemiptera,Belostomatidae,1,3.27,70.5,0.267,0.159,59.6,Adult
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,9/2/1999,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,14,3.39,69.7,ND,0.0688,ND,Immature
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,7/29/2002,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,8,1.79,69.4,0.065,0.0367,56.6,Immature
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,7/29/2002,Environmental,NP,Predaceous stonefly,Plecoptera,Perlidae,8,1.09,72.7,0.072,0.0317,44.1,Immature
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,9/2/1999,Environmental,NP,Water striders,Hemiptera,Gerridae,32,1.81,63.8,0.083,0.1097,132.9,Adult
SY-08,SCOTCHMAN C A THE FALLS NR WASHINGTON CA,3.92116E+14,7/29/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.46,66.2,0.091,0.0848,93,Adult
TR-01,EF TRINITY R A HORSE HEAVEN MDW NR MT SHASTA CA,4.10928E+14,8/14/2002,Environmental,NP,Water striders,Hemiptera,Gerridae,25,1.18,68.8,0.042,0.0337,80.6,Adult
TR-10,EASTMAN GULCH NR LEWISTON CA,4.0452E+14,7/18/2000,Environmental,NP,Dobsonflies,Megaloptera,Corydalidae,1,1.02,70.9,ND,0.0646,ND,Immature
